experiment,method,query_mode,model_key,index_file,map_key,item_type,query,gold_ids,pred_ids_topk,hit,hit_rank,k,error_type,error_message
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,image,Какие элементы соединены в этой схеме?,L24_p66_img0|L24_p66,L27_p23|L18_p40|L38_p51|L29_p26|L29_p5|L10_p37|L12_p16|L16_p43|L09_p5|L23_p46,0,-1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,image,Какие элементы соединены в данной схеме?,L35_p14_img8|L35_p14,L27_p23|L18_p40|L38_p51|L29_p26|L29_p5|L10_p37|L12_p16|L16_p43|L09_p5|L23_p46,0,-1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,image,Какие элементы связаны между собой через магнитную связь?,L10_p35|L10_p36_img0,L30_p40|L22_p33|L01_p0|L31_p42|L31_p51|L31_p8|L31_p40|L32_p8|L31_p6|L32_p0,0,-1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,hybrid,Какое операторное сопротивление соответствует комплексному сопротивлению ветви в цепи синусоидального тока при замене оператора p на ?,L27_p39|L27_p39_img0,L25_p95|L25_p94|L25_p82|L17_p64|L23_p73|L03_p17|L20_p54|L25_p74|L36_p19|L03_p43,0,-1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,text,Как можно изобразить синусоидальный ток графически?,L03_p20,L03_p20|L05_p92|L05_p5|L03_p34|L03_p19|L03_p17|L03_p43|L03_p92|L33_p39|L05_p6,1,1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,image,Какое значение тока I7 указано на схеме?,L05_p31_img73|L05_p31,L34_p6|L18_p83|L13_p37|L27_p23|L25_p24|L24_p44|L38_p48|L16_p29|L38_p51|L25_p23,0,-1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,hybrid,"Как изменится выражение для тока i(t) в случае, если входное операторное сопротивление двухполюсника будет изменено на Z'(jω)?",L28_p28_img0|L28_p26,L10_p35|L25_p82|L13_p4|L41_p19|L07_p4|L16_p24|L26_p76|L24_p43|L24_p25|L14_p113,0,-1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,hybrid,"Какой комплекс действующего значения тока ветви e1 можно получить из выражения e1 = 169 sin(ωt + 90°)B, если известно, что B - это комплексная амплитуда и ω - круговая частота?",L05_p95_img0|L05_p95,L03_p43|L04_p50|L03_p95|L04_p111|L03_p77|L04_p114|L03_p64|L04_p112|L15_p31|L31_p5,0,-1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,text,Какой метод расчета токов предпочтительнее использовать при одинаковом количестве уравнений?,L05_p83,L40_p64|L05_p83|L39_p44|L20_p69|L12_p2|L05_p35|L28_p49|L05_p93|L06_p15|L24_p24,1,2,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,text,Какое максимальное значение тока переходного режима может наблюдаться в линейной цепи?,L25_p64,L24_p36|L37_p6|L24_p24|L32_p102|L22_p20|L24_p43|L24_p35|L36_p40|L24_p85|L27_p4,0,-1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,text,"Какое соотношение между источниками (8) и (9) можно получить, учитывая симметрию источника?",L20_p29,L18_p62|L18_p71|L18_p7|L18_p52|L12_p51|L18_p4|L18_p87|L17_p61|L19_p64|L16_p20,0,-1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,image,Какие элементы соединены в этой схеме?,L35_p15|L35_p15_img3,L27_p23|L18_p40|L38_p51|L29_p26|L29_p5|L10_p37|L12_p16|L16_p43|L09_p5|L23_p46,0,-1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,text,Как можно представить исходную характеристику нелинейного элемента в учебном контексте?,L36_p1,L32_p110|L28_p25|L32_p108|L33_p12|L34_p14|L28_p32|L32_p102|L29_p29|L01_p17|L33_p50,0,-1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,image,Какие элементы соединены между собой в этой схеме?,L34_p53|L34_p53_img2,L27_p23|L18_p40|L38_p51|L29_p26|L29_p5|L10_p37|L12_p16|L16_p43|L09_p5|L02_p0,0,-1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,hybrid,Как влияет реактивная мощность (Q) на потери мощности в электрической сети? Объясните это на основе представленных формул и текста.,L07_p37_img0|L07_p37,L07_p37|L07_p28|L17_p5|L20_p65|L04_p108|L16_p17|L07_p39|L10_p34|L41_p19|L07_p18,1,1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,text,Какие методы расчета не применимы к нелинейным цепям?,L30_p24,L36_p40|L36_p41|L20_p69|L28_p49|L32_p102|L28_p52|L28_p51|L04_p110|L32_p108|L29_p44,0,-1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,text,"Как изменится напряжение на резисторе, если сопротивление увеличится на 10%?",L31_p33,L36_p19|L22_p18|L32_p5|L28_p40|L04_p108|L28_p47|L21_p24|L34_p32|L36_p13|L07_p63,0,-1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,hybrid,"Какое комплексное сопротивление катушки индуктивности будет иметь значение I = √(I_R^2 + I_L^2) при частоте тока f = 50 Гц, если известно, что I_R = 10 А и I_L = 15 А?",L04_p34_img52|L04_p34,L25_p24|L24_p44|L34_p10|L25_p74|L34_p6|L24_p25|L04_p42|L32_p90|L22_p18|L04_p94,0,-1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,hybrid,"Каковы основные факторы, влияющие на значение коэффициента связи между двумя катушками, и как это влияет на их взаимодействие? Объясните на основе приведенного текста.",L10_p9_img2|L10_p9,L10_p9|L32_p95|L22_p33|L01_p21|L21_p42|L35_p47|L19_p39|L33_p41|L10_p37|L14_p18,1,1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,image,Какие элементы соединены в этой схеме?,L05_p67_img0|L05_p67,L27_p23|L18_p40|L38_p51|L29_p26|L29_p5|L10_p37|L12_p16|L16_p43|L09_p5|L23_p46,0,-1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,hybrid,"Какой ток I1 будет в цепи, если известно, что I1 = 10 A?",L09_p23|L09_p23_img6,L22_p18|L38_p48|L25_p23|L34_p6|L28_p7|L10_p37|L34_p10|L21_p7|L24_p24|L20_p54,0,-1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,image,Какие элементы соединены между собой на этой схеме?,L34_p5|L34_p5_img1,L27_p23|L18_p40|L38_p51|L29_p26|L29_p5|L10_p37|L12_p16|L16_p43|L27_p92|L02_p0,0,-1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,hybrid,"Как влияет количество звеньев (n) в цепной схеме фильтра на его коэффициент затухания, и как это влияние связано с выражением, приведенным в тексте?",L15_p58_img1|L15_p58,L15_p58|L15_p50|L15_p38|L15_p27|L15_p5|L14_p96|L39_p107|L14_p95|L25_p13|L15_p8,1,1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,text,Какое магнитное поле создается в двухфазной системе Тесла?,L21_p8,L19_p24|L16_p27|L19_p52|L10_p27|L32_p8|L31_p6|L19_p20|L16_p26|L30_p60|L32_p70,0,-1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,image,Какие элементы соединены в этой схеме?,L01_p50_img0|L01_p50,L27_p23|L18_p40|L38_p51|L29_p26|L29_p5|L10_p37|L12_p16|L16_p43|L09_p5|L23_p46,0,-1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,text,Какие коэффициенты имеют уравнения симметричного четырехполюсника?,L41_p37,L39_p138|L14_p97|L14_p80|L14_p11|L15_p42|L14_p12|L39_p136|L14_p46|L14_p86|L14_p52,0,-1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,text,Какой вид электрического тока упоминается в данном тексте?,L07_p51,L32_p7|L36_p14|L22_p8|L22_p20|L25_p23|L13_p37|L31_p84|L32_p1|L07_p51|L21_p34,1,9,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,text,"Как определить знак элемента q_ij матрицы Q для ветви, которая входит в i-е сечение и имеет направление, противоположное положительному направлению сечения?",L02_p70,L02_p70|L02_p45|L11_p26|L28_p9|L06_p53|L02_p71|L04_p51|L02_p56|L02_p37|L07_p4,1,1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,hybrid,"Как определить постоянную составляющую (A0) и первую гармонику (f(t)) из несинусоидальной периодической функции, если известен её период T?",L22_p11_img0|L22_p11,L20_p29|L20_p41|L34_p65|L33_p50|L37_p53|L20_p69|L21_p49|L20_p22|L32_p118|L34_p54,0,-1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,hybrid,"Какой метод используется для графического решения последовательной нелинейной цепи с двумя резистивными элементами, и каким образом этот метод отличается от метода, описанного в задаче?",L30_p33|L30_p33_img3,L28_p62|L20_p69|L38_p6|L29_p44|L34_p20|L32_p63|L28_p49|L28_p60|L29_p61|L32_p64,0,-1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,text,Какие свойства имеют симметричные составляющие токов и напряжений различных последовательностей?,L19_p18,L17_p49|L18_p87|L19_p9|L20_p33|L22_p10|L18_p12|L17_p60|L17_p65|L21_p58|L14_p46,0,-1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,hybrid,"Какое явление наблюдается в цепи, содержащей последовательно соединенные нелинейную катушку индуктивности и конденсатор, при котором первая гармоника тока в цепи совпадает по фазе с синусоидальным питающим напряжением? Как это явление влияет на вольт-амперную характеристику цепи, и каковы причины смещения этой характеристики влево относительно теоретической кривой?",L35_p15|L35_p15_img2,L33_p63|L34_p66|L32_p102|L32_p107|L10_p14|L34_p5|L25_p24|L24_p44|L10_p13|L34_p30,0,-1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,text,Как учитываются источники тока в уравнениях для расчета электрических цепей?,L05_p64,L28_p7|L28_p49|L20_p69|L24_p24|L12_p44|L07_p49|L25_p23|L22_p31|L29_p37|L06_p0,0,-1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,hybrid,"Как связаны угловая частота и частота волны? Используя формулу, объясните это на примере синусоидальной волны.",L03_p24_img1|L03_p24,L03_p24|L19_p67|L08_p43|L39_p47|L03_p25|L20_p29|L03_p17|L41_p61|L41_p34|L41_p41,1,1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,image,Какие элементы соединены в этой схеме?,L27_p89|L27_p89_img1,L27_p23|L18_p40|L38_p51|L29_p26|L29_p5|L10_p37|L12_p16|L16_p43|L09_p5|L23_p46,0,-1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,text,Какое комплексное сопротивление катушки индуктивности имеет значение при частоте тока 50 Гц?,L04_p34,L25_p24|L24_p44|L25_p74|L34_p10|L34_p6|L24_p25|L38_p54|L18_p8|L04_p42|L04_p109,0,-1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,hybrid,"Какие коэффициенты A и D соответствуют уравнениям симметричного четырехполюсника, если известно, что их значения равны ch и yl?",L41_p37_img0|L41_p37,L39_p138|L14_p12|L15_p42|L14_p97|L39_p136|L14_p11|L14_p86|L14_p80|L14_p46|L14_p75,0,-1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,hybrid,"Какое условие должно выполняться для того, чтобы в цепи преобладала емкость, и как это влияет на параметр b? Объясните это с помощью векторной диаграммы, изображенной на рисунке 5,б.",L08_p33_img0|L08_p33,L08_p33|L08_p9|L08_p32|L25_p2|L04_p19|L08_p6|L38_p15|L09_p32|L26_p17|L07_p39,1,1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,hybrid,"Как изменится напряжение на конденсаторе L в цепи, если индуктивность L увеличится вдвое, а интенсивность тока I(p) уменьшится втрое?",L27_p17_img0|L27_p16,L25_p24|L24_p44|L21_p34|L34_p10|L24_p25|L34_p6|L23_p15|L24_p37|L38_p48|L25_p23,0,-1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,text,"Какой метод используется для расчета электрических цепей, когда необходимо определить действующее значение тока или напряжения?",L35_p32,L28_p49|L20_p69|L22_p20|L13_p15|L38_p48|L12_p2|L18_p14|L22_p31|L16_p37|L09_p2,0,-1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,hybrid,"Как можно представить ток I_{zk} в электрической цепи, используя принцип суммирования токов по ветвям и источников тока? Опишите это на примере схемы, где I_{zk} является током ветви k-й, а I_{source} — током источника.",L06_p4_img0|L06_p4,L06_p4|L12_p3|L12_p12|L02_p0|L27_p38|L05_p82|L03_p31|L05_p98|L07_p49|L05_p64,1,1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,text,Какое значение имеет комплексное сопротивление нулевой последовательности?,L19_p52,L18_p8|L36_p19|L18_p37|L31_p73|L17_p65|L35_p30|L17_p64|L31_p57|L18_p5|L21_p60,0,-1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,image,Какие элементы соединены между собой в этой схеме?,L13_p48_img6|L13_p48,L27_p23|L18_p40|L38_p51|L29_p26|L29_p5|L10_p37|L12_p16|L16_p43|L09_p5|L02_p0,0,-1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,text,Какой метод используется для выбора коэффициентов в анализе нелинейных характеристик?,L31_p8,L29_p33|L36_p40|L33_p58|L29_p29|L20_p69|L28_p49|L33_p79|L36_p50|L28_p40|L29_p43,0,-1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,text,Какой материал используется для создания ферромагнитного сердечника в трансформаторе?,L37_p51,L36_p1|L36_p5|L35_p32|L31_p8|L36_p2|L36_p3|L10_p24|L32_p85|L31_p42|L30_p40,0,-1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,text,Как изменяется индуктивность катушки при увеличении воздушного зазора между ее обмотками?,L33_p74,L32_p95|L25_p24|L24_p44|L38_p54|L01_p21|L35_p46|L24_p25|L34_p10|L19_p17|L32_p90,0,-1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,hybrid,"Какие условия необходимо учесть для нахождения постоянных интегрирования, если известно, что в общем случае и согласно первому закону коммутации, уравнение должно быть удовлетворено при t=0? Используйте схему и текст для построения сложного вопроса.",L26_p35_img0|L26_p35,L25_p17|L22_p61|L24_p55|L23_p21|L33_p31|L25_p31|L24_p22|L24_p42|L22_p60|L36_p64,0,-1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,hybrid,"Какое максимальное значение тока, которое в раз превышает амплитуду тока в установившемся послекоммутационном режиме, можно найти по кривой, используя линейную цепь?",L38_p38_img0|L38_p38,L37_p6|L36_p68|L24_p36|L38_p48|L24_p24|L12_p44|L36_p64|L24_p37|L24_p35|L32_p102,0,-1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,text,"Какое значение времени t1 можно определить из уравнения, если известны параметры перехода с первого участка на второй?",L38_p78,L37_p53|L24_p24|L23_p57|L37_p25|L40_p56|L36_p9|L24_p2|L34_p42|L24_p43|L26_p46,0,-1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,text,"Какой из следующих элементов является индуктивным: резистор, конденсатор или катушка индуктивности?",L39_p57,L04_p109|L25_p24|L24_p44|L38_p38|L01_p21|L01_p18|L24_p25|L10_p11|L25_p74|L04_p19,0,-1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,text,"Какое условие необходимо для того, чтобы граф был считаться связным?",L02_p13,L02_p13|L02_p14|L08_p11|L01_p56|L02_p9|L30_p8|L30_p25|L02_p10|L36_p73|L30_p26,1,1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,hybrid,"На рисунке 11 представлены эпюры распределения напряжения и тока вдоль линии. Какое изображение соответствует распределению тока (a) или напряжения (b), если известно, что ток уменьшается по мере увеличения расстояния от источника?",L43_p60|L43_p61_img0,L41_p71|L41_p37|L41_p64|L39_p137|L09_p2|L33_p67|L37_p38|L01_p42|L13_p7|L04_p18,0,-1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,hybrid,Какое влияние оказывает подключение несимметричной нагрузки к симметричной цепи на фазные и линейные напряжения и токи в цепи? Объясните это с использованием принципа симметрии и метода И.,L20_p46_img0|L20_p46,L18_p77|L18_p20|L17_p49|L18_p15|L17_p65|L32_p102|L18_p12|L18_p14|L19_p9|L17_p28,0,-1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,image,Какие элементы соединены между собой в схеме на рисунке 1a?,L14_p5_img0|L14_p4,L14_p66|L27_p23|L18_p40|L02_p2|L09_p37|L08_p3|L29_p26|L38_p9|L27_p92|L10_p37,0,-1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,text,Какие типы волн образуются в цепях с распределенными параметрами при наложении прямой и обратной волн?,L41_p59,L40_p53|L41_p60|L41_p61|L41_p56|L39_p52|L40_p52|L32_p102|L39_p21|L40_p66|L40_p15,0,-1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,image,Какие элементы связаны в этой схеме и как они взаимодействуют?,L04_p34|L04_p34_img11,L27_p23|L18_p40|L38_p51|L29_p5|L29_p26|L27_p92|L10_p37|L12_p16|L07_p32|L33_p50,0,-1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,hybrid,Какое операторное сопротивление соответствует комплексному сопротивлению ветви в цепи синусоидального тока при замене оператора р на ?,L27_p39_img1|L27_p39,L25_p95|L25_p94|L25_p82|L03_p17|L17_p64|L25_p74|L04_p19|L03_p43|L23_p73|L36_p19,0,-1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,image,Какие элементы соединены в этой схеме?,L17_p67|L17_p67_img2,L27_p23|L18_p40|L38_p51|L29_p26|L29_p5|L10_p37|L12_p16|L16_p43|L09_p5|L23_p46,0,-1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,text,Какой метод используется для анализа цепей с двумя узлами?,L30_p44,L29_p8|L29_p9|L32_p74|L32_p117|L36_p9|L33_p14|L32_p79|L25_p2|L28_p60|L05_p92,0,-1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,text,Какие уравнения составляются для каждого из контуров?,L05_p49,L06_p27|L06_p21|L34_p16|L05_p93|L02_p61|L05_p34|L05_p55|L06_p17|L02_p44|L05_p36,0,-1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,text,"Какова суммарная мгновенная мощность фаз при условии, что суммарная активная мощность источника постоянна?",L18_p47,L16_p31|L16_p19|L16_p14|L07_p6|L16_p13|L07_p3|L03_p9|L16_p44|L16_p46|L17_p5,0,-1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,text,Каковы особенности уравновешенных систем в электротехнике?,L16_p13,L07_p45|L07_p46|L10_p37|L32_p102|L16_p26|L17_p49|L01_p0|L17_p0|L16_p45|L18_p35,0,-1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,image,Какие элементы образуют цепь на схеме?,L18_p64|L18_p65_img0,L31_p84|L02_p0|L27_p23|L29_p26|L12_p16|L32_p0|L25_p23|L29_p5|L27_p95|L10_p37,0,-1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,image,Какие элементы соединены между собой в этой схеме?,L03_p33_img0|L03_p31,L27_p23|L18_p40|L38_p51|L29_p26|L29_p5|L10_p37|L12_p16|L16_p43|L09_p5|L02_p0,0,-1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,text,Какие основные типы характеристик нелинейных элементов упоминаются в данном тексте?,L34_p9,L32_p108|L32_p110|L28_p40|L28_p32|L32_p102|L28_p30|L28_p25|L20_p21|L28_p26|L01_p17,0,-1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,hybrid,"Какие законы коммутации применяются к схемам с катушками индуктивности и конденсаторами, и как это влияет на переходные процессы в этих схемах? Объясните на примере схем, представленных на рисунке 2.",L24_p46|L24_p47_img0,L23_p18|L23_p19|L22_p62|L22_p47|L23_p15|L24_p38|L38_p55|L10_p11|L04_p109|L38_p15,0,-1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,hybrid,Какие геометрические операции над векторами можно заменить на алгебраические операции над комплексными числами? И как это влияет на определение комплексной амплитуды результирующего тока по рисунку 5?,L03_p77_img0|L03_p77,L03_p77|L03_p44|L03_p43|L03_p64|L03_p74|L03_p93|L03_p94|L05_p95|L04_p50|L09_p7,1,1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,text,"Как определить ток в цепи при последовательном соединении нелинейных резисторов, если известны их ВАХ?",L30_p29,L28_p58|L29_p0|L29_p37|L29_p5|L20_p69|L28_p63|L28_p49|L28_p40|L20_p19|L34_p30,0,-1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,hybrid,"Какие зависимости относительной магнитной проницаемости и индуктивности, представленные на рисунке 2 предыдущей лекции, качественно аналогичны кривым и , если из соотношений (2) и (3) следует, что функция качественно имеет такой же вид, как и ?",L33_p68|L33_p68_img1,L32_p89|L15_p35|L37_p11|L31_p43|L33_p32|L31_p50|L21_p43|L37_p40|L31_p82|L32_p46,0,-1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,hybrid,Как изменится активная проводимость (g) при увеличении радиуса (R) проводника?,L04_p93_img1|L04_p93,L04_p93|L04_p77|L01_p16|L27_p4|L27_p27|L07_p40|L04_p78|L32_p8|L31_p6|L28_p40,1,1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,hybrid,"Какие составляющие токов в m-й и n-й ветвях определяются всеми остальными источниками, кроме источника , используя принцип суперпозиции?",L12_p49_img0|L12_p49,L12_p49|L12_p4|L12_p3|L13_p53|L12_p48|L12_p45|L29_p10|L27_p5|L28_p7|L17_p49,1,1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,hybrid,На каком участке (2-3 или 4-1) ток источника тока направлен от положительного полюса к отрицательному?,L36_p23_img1|L36_p23,L34_p33|L28_p7|L07_p15|L34_p37|L13_p37|L07_p4|L24_p80|L25_p23|L09_p44|L21_p25,0,-1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,image,Какие элементы соединены в этой схеме?,L14_p6|L14_p6_img1,L27_p23|L18_p40|L38_p51|L29_p26|L29_p5|L10_p37|L12_p16|L16_p43|L09_p5|L23_p46,0,-1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,text,Как связаны амплитуды первых гармоник напряжения и тока в электрической цепи?,L34_p17,L34_p66|L34_p30|L17_p49|L21_p10|L10_p14|L19_p9|L21_p49|L32_p119|L25_p23|L22_p32,0,-1,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,text,Какие шаги необходимо выполнить для составления эквивалентной схемы замещения и расчетов при использовании методов анализа электрических цепей?,L33_p10,L01_p35|L32_p72|L32_p22|L34_p20|L29_p27|L26_p1|L26_p49|L38_p50|L28_p49|L35_p36,0,-1,10,,
