experiment,method,query_mode,model_key,index_file,map_key,item_type,query,gold_ids,pred_ids_topk,hit,hit_rank,recall,mrr,ndcg,k,error_type,error_message
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,hybrid,"Как изменится значение тока u_C(0) в случае, если в цепи на рис. 3 будет включена дополнительная индуктивность L2, и как это отразится на изображении тока?",L27_p50_img0|L27_p50,L39_p30|L26_p43|L25_p76|L10_p19|L25_p33|L10_p11|L27_p97|L36_p64|L24_p14|L34_p0,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,image,Какие элементы соединены между собой на этой схеме?,L05_p31_img34|L05_p31,L28_p55|L20_p5|L39_p77|L31_p1|L30_p41|L10_p37|L12_p16|L18_p58|L29_p43|L02_p0,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,text,Какой знак перед величиной емкости в формуле указывает на характер нагрузки?,L13_p39,L37_p66|L07_p40|L37_p74|L07_p54|L37_p89|L14_p85|L28_p44|L25_p47|L32_p4|L32_p18,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,image,Какие элементы соединены между собой на этой схеме?,L15_p49|L15_p49_img0,L28_p55|L20_p5|L39_p77|L31_p1|L30_p41|L10_p37|L12_p16|L18_p58|L29_p43|L02_p0,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,text,Какую задачу предстоит решить при выполнении задания по электротехнике?,L39_p76,L32_p107|L01_p0|L27_p68|L35_p37|L32_p99|L23_p90|L26_p41|L23_p86|L39_p74|L13_p37,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,image,Какие элементы соединены в этой схеме?,L28_p36_img4|L28_p36,L28_p55|L20_p5|L39_p77|L31_p1|L30_p41|L10_p37|L12_p16|L18_p58|L09_p5|L24_p74,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,text,Какова формула для расчета реактивной мощности в электрической цепи?,L07_p19,L18_p71|L07_p39|L22_p40|L18_p19|L18_p60|L18_p26|L18_p55|L04_p19|L18_p79|L07_p28,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,image,Какие элементы соединены в этой схеме?,L01_p53|L01_p53_img0,L28_p55|L20_p5|L39_p77|L31_p1|L30_p41|L10_p37|L12_p16|L18_p58|L09_p5|L24_p74,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,image,Какие элементы соединены между собой на этой схеме?,L42_p8|L42_p8_img0,L28_p55|L20_p5|L39_p77|L31_p1|L30_p41|L10_p37|L12_p16|L18_p58|L29_p43|L02_p0,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,image,Какие элементы связаны между собой в этой схеме?,L06_p40_img0|L06_p37,L28_p55|L20_p5|L39_p77|L31_p1|L12_p16|L30_p41|L29_p43|L10_p37|L02_p0|L07_p32,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,hybrid,Каково значение константы A в выражении A = 1/2 * (e^γ + e^-γ) и как это выражение связано с константой ch γ?,L14_p101_img0|L14_p101,L12_p46|L41_p10|L23_p5|L14_p18|L20_p11|L22_p63|L05_p44|L23_p44|L28_p44|L25_p37,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,hybrid,"Какое условие необходимо выполнить для того, чтобы нелинейное уравнение (1) можно было свести к линейному? И как это влияет на решение задачи?",L38_p40|L38_p40_img0,L38_p23|L31_p45|L36_p54|L36_p8|L30_p27|L41_p17|L38_p15|L38_p62|L35_p35|L36_p3,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,image,Какие элементы соединены в этой схеме?,L04_p35|L04_p35_img30,L28_p55|L20_p5|L39_p77|L31_p1|L30_p41|L10_p37|L12_p16|L18_p58|L09_p5|L24_p74,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,text,Как записывается закон Ома для тока через резистор?,L13_p35,L40_p43|L27_p29|L42_p26|L05_p69|L23_p21|L32_p93|L23_p19|L39_p43|L04_p19|L43_p8,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,image,Какие элементы соединены в этой электрической схеме?,L04_p8|L04_p9_img0,L32_p99|L28_p55|L26_p41|L02_p0|L13_p37|L10_p37|L30_p41|L01_p0|L10_p0|L18_p58,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,image,Какие элементы соединены между собой в этой схеме?,L04_p34|L04_p34_img34,L28_p55|L20_p5|L39_p77|L31_p1|L30_p41|L10_p37|L12_p16|L18_p58|L09_p5|L02_p0,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,hybrid,"Какое изображение на рисунке 5 соответствует случаю, когда угол фазового сдвига между напряжением и током равен нулю (φ = 0), и как это влияет на векторную диаграмму?",L08_p31_img0|L08_p30,L07_p2|L28_p10|L18_p37|L03_p38|L04_p3|L23_p59|L28_p36|L32_p74|L09_p17|L19_p35,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,image,Какие элементы соединены между собой на этой схеме?,L18_p14_img2|L18_p14,L28_p55|L20_p5|L39_p77|L31_p1|L30_p41|L10_p37|L12_p16|L18_p58|L29_p43|L02_p0,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,image,Какие элементы соединены в этой схеме?,L07_p22_img1|L07_p22,L28_p55|L20_p5|L39_p77|L31_p1|L30_p41|L10_p37|L12_p16|L18_p58|L09_p5|L24_p74,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,text,Какая методика используется для аппроксимации характеристик нелинейных элементов в электрических цепях?,L31_p19,L30_p23|L34_p7|L34_p0|L22_p45|L30_p11|L31_p5|L31_p45|L38_p0|L39_p16|L12_p44,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,text,Какие функции напряжения и тока рассматриваются в учебнике?,L04_p26,L19_p18|L32_p107|L05_p87|L04_p106|L03_p90|L41_p63|L02_p76|L03_p16|L35_p37|L23_p75,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,image,Какие элементы соединены в этой схеме?,L37_p15_img1|L37_p15,L28_p55|L20_p5|L39_p77|L31_p1|L30_p41|L10_p37|L12_p16|L18_p58|L09_p5|L24_p74,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,image,Какие элементы связаны между собой в этой схеме?,L06_p42|L06_p43_img1,L28_p55|L20_p5|L39_p77|L31_p1|L12_p16|L30_p41|L29_p43|L10_p37|L02_p0|L07_p32,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,image,Какие элементы связаны между собой в этой электрической схеме?,L05_p1_img1,L26_p41|L32_p99|L02_p0|L28_p55|L13_p37|L01_p0|L10_p37|L10_p0|L30_p41|L29_p43,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,hybrid,"Как изменится значение тока I(p) в цепи, если увеличить сопротивление R или уменьшить индуктивность L? Объясните, как это влияет на формулу I(p) = U_0(p)/Z(p) = U_0/(p(R + pL)) = U_0/R(l - l/(p + R/L)).",L27_p71_img0|L27_p70,L39_p30|L25_p27|L25_p6|L19_p58|L24_p14|L08_p13|L14_p6|L42_p45|L26_p41|L36_p64,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,image,Какие элементы соединены в этой схеме?,L32_p37|L32_p37_img0,L28_p55|L20_p5|L39_p77|L31_p1|L30_p41|L10_p37|L12_p16|L18_p58|L09_p5|L24_p74,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,image,Какие элементы соединены между собой на этой схеме?,L28_p43|L28_p43_img0,L28_p55|L20_p5|L39_p77|L31_p1|L30_p41|L10_p37|L12_p16|L18_p58|L29_p43|L02_p0,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,image,Какие элементы связаны в этой схеме?,L03_p95_img0|L03_p95,L28_p55|L39_p77|L20_p5|L31_p1|L12_p16|L30_p41|L07_p32|L29_p43|L10_p37|L09_p37,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,hybrid,"Какой будет значение сопротивления R1, если известно, что X_{C1} = 100 Ом и схема работает в режиме, где емкостное сопротивление X_{C1} равно сопротивлению R1?",L09_p5|L09_p5_img0,L37_p74|L07_p63|L13_p20|L27_p38|L14_p113|L36_p21|L32_p105|L04_p19|L20_p54|L30_p15,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,hybrid,"Используя формулу i = 200(e^-5t - e^-10t)A и учитывая, что при t=0 ток равен 0, а при t=∞ ток стремится к 0, определите, как изменяется ток в цепи с течением времени. Какие значения принимает ток при t=0 и t=∞?",L29_p74_img0|L29_p74,L28_p30|L42_p43|L29_p3|L25_p44|L26_p41|L28_p36|L08_p13|L28_p35|L24_p20|L40_p0,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,image,Какие элементы соединены в этой схеме?,L08_p30_img0|L08_p30,L28_p55|L20_p5|L39_p77|L31_p1|L30_p41|L10_p37|L12_p16|L18_p58|L09_p5|L24_p74,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,image,Какие элементы соединены между собой на этой схеме?,L30_p30|L30_p32_img0,L28_p55|L20_p5|L39_p77|L31_p1|L30_p41|L10_p37|L12_p16|L18_p58|L29_p43|L02_p0,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,image,Какие элементы соединены в данной электрической схеме?,L43_p52|L43_p53_img0,L32_p99|L28_p55|L26_p41|L02_p0|L10_p37|L13_p37|L30_p41|L10_p0|L18_p58|L01_p0,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,image,Какие элементы соединены в этой схеме?,L24_p66_img0|L24_p66,L28_p55|L20_p5|L39_p77|L31_p1|L30_p41|L10_p37|L12_p16|L18_p58|L09_p5|L24_p74,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,image,Какие элементы соединены в данной схеме?,L35_p14_img8|L35_p14,L28_p55|L20_p5|L39_p77|L31_p1|L30_p41|L10_p37|L12_p16|L18_p58|L09_p5|L24_p74,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,image,Какие элементы связаны между собой через магнитную связь?,L10_p36_img0|L10_p35,L32_p1|L24_p9|L01_p0|L32_p57|L32_p67|L32_p33|L32_p55|L32_p108|L32_p29|L32_p100,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,image,Какое значение тока I7 указано на схеме?,L05_p31|L05_p31_img73,L35_p37|L20_p54|L13_p37|L28_p55|L26_p43|L25_p76|L39_p74|L18_p43|L39_p77|L26_p41,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,hybrid,"Какой комплекс действующего значения тока ветви e1 можно получить из выражения e1 = 169 sin(ωt + 90°)B, если известно, что B - это комплексная амплитуда и ω - круговая частота?",L05_p95|L05_p95_img0,L03_p43|L04_p50|L03_p95|L04_p111|L03_p77|L04_p114|L03_p64|L04_p112|L15_p31|L32_p28,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,image,Какие элементы соединены в этой схеме?,L35_p15|L35_p15_img3,L28_p55|L20_p5|L39_p77|L31_p1|L30_p41|L10_p37|L12_p16|L18_p58|L09_p5|L24_p74,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,image,Какие элементы соединены между собой в этой схеме?,L34_p53_img2|L34_p53,L28_p55|L20_p5|L39_p77|L31_p1|L30_p41|L10_p37|L12_p16|L18_p58|L09_p5|L02_p0,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,text,"Как изменится напряжение на резисторе, если сопротивление увеличится на 10%?",L31_p33,L37_p74|L23_p88|L32_p105|L30_p11|L04_p108|L30_p20|L23_p19|L36_p21|L37_p66|L07_p63,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,hybrid,"Какое комплексное сопротивление катушки индуктивности будет иметь значение I = √(I_R^2 + I_L^2) при частоте тока f = 50 Гц, если известно, что I_R = 10 А и I_L = 15 А?",L04_p34_img52|L04_p34,L26_p43|L25_p76|L35_p44|L27_p18|L35_p37|L25_p47|L04_p42|L33_p69|L23_p88|L04_p94,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,image,Какие элементы соединены в этой схеме?,L05_p67|L05_p67_img0,L28_p55|L20_p5|L39_p77|L31_p1|L30_p41|L10_p37|L12_p16|L18_p58|L09_p5|L24_p74,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,hybrid,"Какой ток I1 будет в цепи, если известно, что I1 = 10 A?",L09_p23_img6|L09_p23,L23_p88|L39_p74|L26_p41|L35_p37|L29_p65|L10_p37|L35_p44|L22_p63|L25_p44|L22_p31,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,image,Какие элементы соединены между собой на этой схеме?,L34_p5_img1|L34_p5,L28_p55|L20_p5|L39_p77|L31_p1|L30_p41|L10_p37|L12_p16|L18_p58|L29_p43|L02_p0,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,image,Какие элементы соединены в этой схеме?,L01_p50|L01_p50_img0,L28_p55|L20_p5|L39_p77|L31_p1|L30_p41|L10_p37|L12_p16|L18_p58|L09_p5|L24_p74,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,text,Как учитываются источники тока в уравнениях для расчета электрических цепей?,L05_p64,L29_p65|L30_p23|L22_p45|L25_p44|L12_p44|L07_p49|L26_p41|L24_p5|L31_p11|L06_p0,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,image,Какие элементы соединены в этой схеме?,L27_p89_img1|L27_p89,L28_p55|L20_p5|L39_p77|L31_p1|L30_p41|L10_p37|L12_p16|L18_p58|L09_p5|L24_p74,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,text,Какое комплексное сопротивление катушки индуктивности имеет значение при частоте тока 50 Гц?,L04_p34,L26_p43|L25_p76|L27_p18|L35_p44|L35_p37|L25_p47|L39_p80|L19_p52|L04_p42|L04_p109,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,hybrid,"Как изменится напряжение на конденсаторе L в цепи, если индуктивность L увеличится вдвое, а интенсивность тока I(p) уменьшится втрое?",L27_p17_img0|L27_p16,L26_p43|L25_p76|L23_p29|L35_p44|L25_p47|L35_p37|L24_p44|L25_p65|L39_p74|L26_p41,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,text,"Какой метод используется для расчета электрических цепей, когда необходимо определить действующее значение тока или напряжения?",L35_p32,L30_p23|L22_p45|L23_p90|L13_p15|L39_p74|L12_p2|L19_p56|L24_p5|L18_p55|L09_p2,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,image,Какие элементы соединены между собой в этой схеме?,L13_p48|L13_p48_img6,L28_p55|L20_p5|L39_p77|L31_p1|L30_p41|L10_p37|L12_p16|L18_p58|L09_p5|L02_p0,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,image,Какие элементы соединены между собой в схеме на рисунке 1a?,L14_p4|L14_p5_img0,L14_p66|L28_p55|L20_p5|L02_p2|L09_p37|L08_p3|L31_p1|L39_p31|L29_p43|L10_p37,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,image,Какие элементы связаны в этой схеме и как они взаимодействуют?,L04_p34|L04_p34_img11,L28_p55|L20_p5|L39_p77|L30_p41|L31_p1|L29_p43|L10_p37|L12_p16|L07_p32|L35_p2,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,image,Какие элементы соединены в этой схеме?,L17_p67|L17_p67_img2,L28_p55|L20_p5|L39_p77|L31_p1|L30_p41|L10_p37|L12_p16|L18_p58|L09_p5|L24_p74,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,text,Какие уравнения составляются для каждого из контуров?,L05_p49,L06_p27|L06_p21|L36_p3|L05_p93|L02_p61|L05_p34|L05_p55|L06_p17|L02_p44|L05_p36,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,text,Каковы особенности уравновешенных систем в электротехнике?,L16_p13,L07_p45|L07_p46|L10_p37|L34_p0|L18_p40|L19_p18|L01_p0|L18_p64|L18_p62|L20_p1,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,image,Какие элементы образуют цепь на схеме?,L18_p65_img0|L18_p64,L32_p99|L02_p0|L28_p55|L31_p1|L12_p16|L32_p100|L26_p41|L30_p41|L29_p45|L10_p37,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,image,Какие элементы соединены между собой в этой схеме?,L03_p31|L03_p33_img0,L28_p55|L20_p5|L39_p77|L31_p1|L30_p41|L10_p37|L12_p16|L18_p58|L09_p5|L02_p0,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,image,Какие элементы соединены в этой схеме?,L14_p6|L14_p6_img1,L28_p55|L20_p5|L39_p77|L31_p1|L30_p41|L10_p37|L12_p16|L18_p58|L09_p5|L24_p74,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,text,Какие шаги необходимо выполнить для составления эквивалентной схемы замещения и расчетов при использовании методов анализа электрических цепей?,L33_p10,L01_p35|L33_p53|L33_p0|L36_p7|L31_p3|L27_p57|L28_p4|L39_p76|L30_p23|L37_p34,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,text,Какое значение реактивной мощности будет иметь при индуктивной нагрузке?,L07_p20,L26_p43|L25_p76|L35_p37|L04_p108|L22_p40|L18_p71|L35_p44|L04_p94|L18_p26|L25_p47,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,hybrid,"Как изменится форма сигнала u(t) = U_m sin(αt + φ_U), если изменить частоту α на новое значение α'?",L26_p18|L26_p18_img0,L03_p17|L03_p24|L15_p45|L09_p28|L15_p31|L21_p41|L03_p7|L02_p57|L15_p9|L22_p11,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,image,Какие элементы соединены между собой в этой схеме?,L12_p22|L12_p22_img1,L28_p55|L20_p5|L39_p77|L31_p1|L30_p41|L10_p37|L12_p16|L18_p58|L09_p5|L02_p0,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,hybrid,Какое комплексное сопротивление имеет катушка индуктивности с индуктивностью L = 0.5 H при частоте тока f = 50 Hz?,L04_p19_img28|L04_p19,L27_p18|L26_p43|L25_p76|L35_p44|L35_p37|L19_p52|L25_p47|L39_p80|L33_p69|L04_p114,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,image,Какие элементы соединены в этой схеме?,L13_p4|L13_p4_img0,L28_p55|L20_p5|L39_p77|L31_p1|L30_p41|L10_p37|L12_p16|L18_p58|L09_p5|L24_p74,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,text,"Какова частота сигнала, если его период составляет 0.02 секунды?",L03_p3,L39_p116|L15_p31|L39_p104|L15_p9|L39_p140|L03_p4|L41_p12|L34_p15|L39_p132|L41_p63,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,image,Какие элементы соединены в этой схеме?,L25_p82|L25_p82_img0,L28_p55|L20_p5|L39_p77|L31_p1|L30_p41|L10_p37|L12_p16|L18_p58|L09_p5|L24_p74,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,hybrid,"Какое значение имеет переменная Zb в данной схеме, если известно, что j100 Ом соответствует реактивному сопротивлению?",L09_p58|L09_p58_img0,L04_p108|L18_p26|L37_p74|L27_p38|L04_p19|L10_p34|L13_p9|L11_p29|L18_p71|L04_p25,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,text,Какие формулы используются для расчета напряжений и токов в трехфазной системе с учетом последовательности?,L20_p28,L18_p55|L18_p19|L20_p64|L19_p36|L18_p30|L23_p60|L18_p60|L18_p58|L19_p63|L22_p45,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,text,Какую матрицу используют для расчета электрических цепей?,L11_p28,L06_p0|L30_p23|L12_p44|L02_p37|L22_p45|L29_p65|L39_p74|L19_p56|L02_p56|L37_p59,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,image,Какие элементы соединены последовательно и параллельно на этой схеме?,L28_p39_img0|L28_p38,L28_p55|L30_p41|L20_p5|L39_p77|L31_p1|L04_p53|L30_p35|L04_p73|L04_p65|L12_p41,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,image,Какие элементы соединены в этой схеме?,L30_p29_img1|L30_p29,L28_p55|L20_p5|L39_p77|L31_p1|L30_p41|L10_p37|L12_p16|L18_p58|L09_p5|L24_p74,0,-1,0.0,0.0,0.0,10,,
Hybrid: BGE + CLIP,hybrid,question,bge+clip,idx_text_user_bge.bin+idx_clip_openai.bin,text_linear+clip,image,Какие элементы соединены в этой схеме?,L04_p50_img0|L04_p50,L28_p55|L20_p5|L39_p77|L31_p1|L30_p41|L10_p37|L12_p16|L18_p58|L09_p5|L24_p74,0,-1,0.0,0.0,0.0,10,,
